"MonthlyIncome","ActiveSinceDays","Age","Graduate","Married","Single","NoOfChildren","NoOfTeenager","NoOfDaysSinceLastPurchase","NoOfDealsWithDiscount","NoOfWebPurchase","NoOfCatalogPurchase","NoOfStorePurchase","NoOfWebVisitsMonth","TotalNoOfCampaignAccepted","CustomerComplain","Cluster"
22634,2688,54,0,1,0,0,0,47,1,2,1,2,8,0,0,1
47025,2449,42,0,1,0,0,1,98,5,11,1,6,9,0,0,1
70566,2425,52,1,0,1,0,0,4,2,6,5,9,3,0,0,0
31605,2743,41,1,1,0,1,0,15,2,2,1,4,7,0,0,1
52034,2567,47,1,0,1,0,0,67,5,4,2,5,7,0,0,0
48526,2346,41,1,0,1,0,0,32,1,2,1,4,3,0,0,1
46734,2747,66,1,1,0,0,1,40,2,6,1,5,7,0,0,1
39552,2717,58,1,0,1,0,0,54,7,6,2,5,8,0,0,1
86358,2849,54,1,0,1,0,0,78,4,5,3,6,8,0,0,0
46931,2225,43,1,1,0,2,1,94,2,1,1,3,3,0,0,1
16581,2692,35,0,0,1,0,0,51,1,0,0,3,4,0,0,1
63998,2350,68,0,0,1,0,0,42,1,7,6,11,4,0,0,0
67381,2689,69,1,1,0,0,1,67,4,2,2,9,7,1,0,0
25930,2421,53,1,0,1,0,0,87,1,1,0,2,7,0,0,1
42693,2181,42,1,1,0,1,0,29,1,1,0,3,5,0,0,1
85606,2753,44,1,1,0,0,1,89,2,6,7,9,3,1,0,0
72903,2402,35,1,0,1,0,0,74,1,7,5,8,4,3,0,0
49669,2195,46,0,1,0,1,0,97,2,5,1,6,6,0,0,1
36778,2852,52,1,1,0,1,1,63,3,3,0,3,9,0,0,1
85696,2581,58,1,0,1,0,0,88,1,4,6,9,1,0,0,0
10979,2197,31,1,0,1,0,0,34,2,3,0,3,5,0,0,1
49678,2671,59,1,1,0,0,1,81,2,6,2,4,7,0,0,1
56129,2533,67,1,1,0,0,1,65,4,6,2,10,4,0,0,0
37155,2673,31,1,1,0,1,0,51,1,2,0,4,5,0,0,1
21282,2208,42,0,0,1,0,0,76,2,2,1,2,6,0,0,1
33419,2475,58,1,0,1,0,0,76,2,2,0,4,7,0,0,1
63285,2395,75,1,0,1,0,0,84,1,6,5,13,3,0,0,0
21255,2318,46,1,1,0,1,0,56,4,2,1,4,4,0,0,1
42162,2381,39,1,1,0,1,0,31,2,3,1,3,6,1,0,1
54450,2812,64,1,1,0,1,1,0,12,9,2,8,8,0,0,0
57744,2388,66,1,1,0,0,1,91,2,9,1,4,8,0,0,0
26576,2783,34,1,0,1,0,0,40,1,1,0,2,9,1,0,1
57513,2517,77,1,0,1,0,0,59,2,9,3,13,6,0,0,0
68142,2828,56,1,1,0,0,1,96,3,10,4,7,6,0,0,0
7500,2828,41,1,1,0,0,1,61,1,1,0,2,8,0,0,1
83145,2804,46,1,1,0,0,0,14,1,5,9,11,2,1,0,0
54197,2246,60,1,1,0,0,1,16,2,1,3,6,1,0,0,0
23091,2191,57,1,0,1,0,0,98,4,2,1,3,7,0,0,1
46049,2502,44,1,1,0,1,1,11,10,5,2,9,7,0,0,1
56715,2730,46,1,1,0,0,0,52,1,7,3,4,4,0,0,0
79410,2190,59,1,1,0,0,0,19,1,3,2,5,1,0,0,0
57304,2634,69,1,1,0,0,1,61,2,7,6,10,5,0,0,0
44375,2257,55,1,1,0,0,1,73,1,4,1,6,5,0,0,1
54450,2812,64,1,1,0,1,1,0,12,9,2,8,8,0,0,0
59594,2776,55,1,1,0,0,1,74,1,8,1,7,7,1,0,0
80685,2835,26,1,1,0,0,0,55,1,6,4,10,2,0,0,0
40344,2418,46,1,1,0,0,1,48,2,4,1,5,7,0,0,1
62710,2561,48,1,1,0,0,1,53,4,4,2,12,4,0,0,0
48985,2518,52,0,1,0,0,1,13,1,1,1,3,3,0,0,1
35322,2835,52,1,1,0,1,2,34,3,2,0,4,8,0,0,1
77142,2555,72,1,1,0,0,0,54,1,4,4,8,2,0,0,0
81657,2317,51,1,0,1,0,0,69,1,3,4,8,1,0,0,0
14421,2291,24,0,1,0,0,0,81,1,1,0,2,5,1,0,1
20130,2263,46,0,1,0,0,0,99,1,1,0,3,8,0,0,1
74214,2831,30,1,1,0,0,0,3,1,8,2,5,5,0,0,0
66726,2327,63,1,1,0,1,1,61,3,8,2,4,7,1,0,0
23724,2696,41,0,1,0,1,0,65,2,2,0,3,8,0,0,1
47353,2387,60,1,1,0,0,1,93,3,2,2,6,5,0,0,1
33444,2762,68,1,1,0,1,1,24,1,1,0,2,8,0,0,1
54386,2567,39,1,1,0,0,1,8,2,3,2,10,3,0,0,0
28510,2601,39,1,0,1,0,0,72,3,2,0,4,5,0,0,1
90638,2295,29,1,0,1,0,0,29,1,3,4,10,1,1,0,0
48070,2691,70,1,1,0,0,1,33,3,8,2,6,7,0,1,1
43140,2699,63,1,1,0,0,1,68,1,4,1,5,6,0,0,1
54959,2685,59,1,0,1,0,0,55,3,9,5,4,7,1,0,0
15056,2581,62,0,0,1,0,0,76,5,2,2,3,5,0,0,1
26954,2211,49,1,0,1,0,0,17,1,1,0,2,7,0,0,1
22327,2490,35,1,0,1,0,0,94,1,1,0,3,5,0,0,1
44393,2470,55,1,1,0,1,1,86,2,1,0,4,4,0,0,1
62000,2467,68,1,0,1,0,0,25,1,6,6,13,4,1,0,0
31497,2729,58,1,1,0,0,1,22,2,3,1,4,8,0,0,1
45894,2281,46,0,1,0,0,2,15,1,1,0,3,5,0,0,1
78579,2713,50,1,0,1,0,0,35,1,5,6,4,3,0,0,0
67369,2748,51,1,0,1,0,0,81,4,7,4,10,4,2,0,0
58401,2229,60,1,0,1,0,0,55,1,1,2,2,4,0,0,0
62307,2291,68,1,0,1,0,0,94,1,4,0,4,5,0,0,0
43641,2592,51,1,1,0,1,1,50,3,2,1,4,6,0,0,1
63841,2593,52,1,0,1,0,0,64,1,9,3,9,6,0,0,0
46891,2460,55,0,1,0,0,1,91,1,2,1,4,4,0,0,1
70091,2614,51,1,1,0,1,0,11,2,5,2,10,8,1,0,0
78075,2244,48,1,1,0,0,0,72,1,3,5,5,1,0,0,0
59184,2817,59,0,0,1,0,0,6,3,6,6,12,5,0,0,0
54809,2450,43,1,1,0,1,1,0,4,2,1,5,4,0,0,0
58113,2679,61,1,1,0,0,1,66,3,9,2,8,7,0,1,0
51412,2339,62,1,1,0,0,1,42,2,3,2,4,4,0,0,1
15287,2786,41,1,0,1,0,0,60,2,1,1,2,7,1,0,1
66636,2475,63,1,1,0,0,0,64,1,3,4,9,1,0,0,0
50965,2653,64,1,1,0,0,1,87,3,10,4,5,8,1,0,1
84618,2378,55,1,1,0,0,0,96,1,6,9,10,2,1,0,0
18351,2402,30,1,1,0,0,0,1,1,2,0,3,7,0,0,1
40451,2292,63,1,1,0,0,2,54,1,1,1,2,5,1,0,1
36317,2562,55,1,1,0,0,1,53,2,3,0,4,7,0,0,1
42213,2419,63,1,1,0,0,1,96,2,5,1,7,7,1,0,1
65748,2599,65,1,1,0,0,1,58,2,2,4,10,1,0,1,0
77044,2404,48,1,1,0,0,1,12,2,7,11,11,4,1,0,0
74918,2633,51,1,1,0,0,0,78,1,5,9,6,3,1,0,0
56721,2765,48,1,1,0,1,1,64,5,4,1,5,6,0,0,0
42160,2525,45,1,0,1,0,0,26,4,2,1,4,6,0,0,1
61559,2506,55,1,0,1,0,0,8,1,4,2,10,3,0,0,0
33629,2849,57,1,1,0,1,1,49,5,3,1,4,9,0,0,1
68682,2425,29,1,1,0,0,0,56,1,4,9,10,2,0,0,0
34377,2685,57,1,0,1,0,0,55,2,2,2,2,7,0,0,1
8940,2835,34,0,0,1,0,0,25,3,3,1,3,8,0,0,1
26228,2439,47,1,1,0,1,0,50,1,1,0,2,8,0,0,1
77297,2678,63,0,0,1,0,0,84,1,5,7,9,4,1,0,0
40211,2493,39,1,1,0,1,1,30,2,2,1,2,8,1,0,1
33438,2439,62,1,0,1,0,0,81,4,2,1,4,5,0,0,1
75032,2586,61,1,1,0,0,1,74,2,5,4,9,3,0,0,0
61284,2419,65,1,0,1,0,0,76,1,11,2,8,6,1,0,0
22518,2774,34,1,1,0,1,0,36,2,2,1,2,5,1,0,1
54730,2477,45,1,1,0,0,1,64,5,4,1,8,4,0,0,0
38452,2250,65,1,1,0,1,1,62,3,3,0,3,7,0,0,1
44421,2658,49,1,0,1,0,0,53,5,5,0,4,8,0,0,1
38197,2524,34,1,1,0,1,0,86,1,1,0,3,5,0,0,1
41986,2299,42,1,0,1,0,0,15,3,3,0,4,4,0,0,1
28427,2624,37,1,1,0,1,0,67,2,2,0,3,8,0,0,1
37395,2217,44,1,1,0,1,0,47,1,1,0,3,6,0,0,1
64722,2193,49,1,1,0,1,0,47,4,8,2,11,6,0,0,0
55249,2232,64,1,1,0,0,1,81,1,2,1,4,3,0,0,0
84906,2427,48,1,1,0,0,0,98,1,5,6,12,2,3,0,0
28691,2519,31,1,1,0,1,0,56,1,1,0,3,8,0,0,1
44213,2371,68,1,0,1,0,0,48,4,2,1,5,6,0,0,1
25707,2321,36,0,0,1,0,0,18,1,1,0,3,7,0,0,1
59062,2428,53,1,1,0,2,1,74,2,2,0,3,4,0,0,0
76624,2195,58,1,0,1,0,0,68,1,5,10,7,1,1,0,0
66000,2229,73,1,1,0,0,0,36,1,1,3,5,1,0,0,0
27683,2853,42,1,1,0,1,0,90,4,6,2,4,8,0,0,1
1730,2201,49,1,0,1,0,0,65,15,0,0,0,20,0,0,1
7500,2732,28,0,0,1,0,0,63,4,3,2,2,9,0,0,1
40521,2609,52,1,1,0,1,1,82,1,0,1,2,5,0,0,1
20427,2256,47,1,1,0,1,0,63,1,1,0,2,8,0,0,1
65106,2195,45,1,1,0,0,1,55,3,8,3,13,6,1,0,0
69969,2465,55,1,1,0,0,0,64,1,4,2,6,3,2,0,0
67433,2507,68,1,1,0,0,2,51,4,6,5,13,4,1,0,0
77766,2651,53,1,1,0,0,1,97,2,11,10,11,6,1,0,0
74716,2449,48,1,1,0,0,1,92,2,7,3,5,4,0,0,0
68118,2413,57,1,0,1,0,0,51,2,8,9,4,6,0,0,0
55158,2858,50,1,1,0,1,1,72,4,7,2,5,7,0,0,0
62972,2854,65,0,1,0,0,1,39,2,7,4,3,6,0,0,0
74190,2207,45,1,1,0,0,1,49,2,4,2,11,2,0,0,0
39356,2261,44,1,1,0,1,1,21,1,1,0,2,6,1,0,1
76653,2476,51,1,1,0,0,0,91,1,4,7,11,2,2,0,0
35860,2200,47,1,0,1,0,0,37,2,1,1,2,5,1,0,1
90687,2562,37,1,0,1,0,0,98,1,6,2,8,2,1,0,0
73450,2365,38,1,1,0,0,0,85,1,7,8,11,3,2,0,0
31454,2517,60,1,1,0,1,1,40,3,2,0,3,8,0,0,1
47139,2274,68,1,0,1,0,0,2,2,2,1,2,7,0,0,1
83829,2423,45,1,0,1,0,0,78,0,4,7,6,1,3,0,0
53378,2802,57,1,1,0,1,1,41,10,9,4,6,8,0,0,0
19656,2665,50,1,1,0,1,0,94,3,2,1,3,7,0,0,1
45579,2472,72,1,1,0,0,1,10,1,4,1,4,6,0,0,1
85485,2167,62,0,0,1,0,0,73,1,6,6,6,2,0,0,0
55956,2242,76,1,1,0,0,0,22,2,7,3,4,4,1,0,0
64191,2682,57,1,0,1,0,0,30,3,5,3,13,3,0,0,0
38808,2831,48,1,0,1,0,0,21,4,5,1,4,8,1,0,1
57183,2626,54,1,1,0,1,1,51,8,9,1,7,8,0,0,0
23748,2744,52,1,0,1,0,0,97,3,2,1,3,8,0,0,1
66303,2647,49,1,1,0,0,1,56,4,3,4,11,8,1,0,0
37368,2354,45,1,1,0,1,0,4,1,1,0,2,6,1,0,1
40800,2703,56,1,1,0,1,2,77,2,3,0,3,7,0,1,1
71847,2805,42,1,0,1,0,0,95,0,6,7,9,3,1,0,0
46149,2371,45,1,1,0,0,1,36,5,5,1,7,5,0,0,1
78687,2848,37,1,1,0,0,0,13,1,4,6,8,2,1,0,0
49118,2839,49,0,0,1,0,0,90,2,9,7,10,7,2,0,1
37633,2806,63,1,1,0,1,1,49,2,1,0,3,9,0,0,1
39767,2502,69,1,1,0,0,0,18,2,7,1,7,8,0,0,1
26997,2760,69,0,1,0,0,0,89,2,4,2,5,7,0,0,1
33986,2631,50,1,0,1,0,0,43,1,1,0,3,7,0,0,1
57091,2742,48,1,1,0,0,1,82,2,9,2,5,7,1,0,0
46831,2545,51,0,1,0,1,1,84,2,1,2,2,4,0,0,1
83151,2663,48,1,1,0,0,0,80,1,5,7,10,2,3,0,0
52531,2705,49,1,1,0,0,0,68,2,7,2,10,6,0,0,0
15759,2456,64,1,1,0,0,0,12,1,1,0,2,7,0,0,1
22804,2492,49,1,0,1,0,0,75,1,2,0,2,9,0,0,1
43050,2262,47,0,1,0,1,0,10,2,2,0,4,5,0,0,1
42997,2363,43,1,0,1,0,0,91,1,1,0,2,7,0,0,1
48918,2237,57,1,0,1,0,0,21,2,1,0,4,4,0,0,1
60033,2251,66,1,1,0,0,1,28,2,2,1,5,2,0,0,0
34043,2406,42,1,1,0,1,0,97,1,2,0,2,9,0,0,1
57811,2529,54,1,1,0,0,1,49,5,7,2,11,5,1,0,0
78569,2289,74,1,1,0,0,0,14,1,4,6,4,1,1,0,0
7500,2708,42,1,0,1,0,0,5,4,2,1,3,6,0,0,1
94384,2641,67,1,1,0,0,0,62,0,5,8,5,2,3,0,0
23148,2290,35,0,1,0,0,0,83,1,2,0,3,7,0,0,1
44267,2648,50,1,0,1,0,0,48,5,5,2,4,9,0,0,1
71626,2764,41,1,1,0,0,0,94,1,5,5,8,3,1,0,0
60894,2525,54,1,1,0,0,1,61,5,10,3,8,7,0,0,0
50200,2611,44,1,1,0,1,1,70,6,7,1,5,8,0,0,1
81051,2196,55,1,1,0,0,0,43,1,5,5,12,2,2,0,0
65169,2325,38,1,1,0,0,0,23,1,10,4,13,6,4,0,0
59868,2501,48,1,1,0,0,1,37,7,11,2,12,6,0,0,0
65695,2308,60,1,1,0,0,1,50,2,5,4,10,4,0,0,0
64857,2742,64,1,0,1,0,0,78,1,7,5,10,4,0,0,0
45143,2466,55,1,1,0,0,1,74,3,6,1,5,7,0,0,1
74805,2394,65,0,1,0,0,1,14,5,4,7,10,2,0,0,0
59060,2328,31,0,1,0,1,0,77,3,3,1,7,4,0,0,0
27238,2594,58,1,0,1,0,0,39,3,3,0,3,9,0,0,1
47009,2430,55,1,1,0,0,1,89,4,3,2,8,4,0,0,1
46094,2178,47,0,1,0,1,1,62,1,1,0,3,7,0,0,1
40321,2494,48,1,1,0,1,1,59,2,3,0,3,7,0,0,1
37235,2307,36,1,1,0,1,0,68,1,1,1,2,4,0,0,1
81843,2592,60,1,1,0,0,0,13,1,5,9,12,3,0,0,0
46692,2547,62,1,1,0,0,1,37,3,6,1,5,6,0,0,1
77382,2332,52,1,1,0,0,1,36,2,5,7,12,1,1,0,0
37774,2823,43,1,0,1,0,0,28,4,7,2,3,9,1,1,1
18393,2251,46,0,1,0,1,0,2,2,3,0,3,8,0,0,1
72828,2659,58,1,1,0,0,1,17,6,6,3,13,7,0,0,0
24711,2231,38,1,1,0,0,0,86,1,3,0,3,7,0,0,1
45503,2436,45,1,1,0,1,0,54,1,3,1,4,5,0,0,1
6560,2358,38,1,0,1,0,0,2,0,1,0,1,17,0,0,1
71604,2383,75,1,1,0,0,0,3,1,8,3,5,4,1,0,0
27244,2273,41,1,1,0,1,0,84,2,2,2,2,7,0,0,1
48752,2723,51,1,1,0,1,1,8,5,6,1,5,9,0,0,1
71434,2443,58,1,1,0,0,1,4,3,7,4,7,4,2,0,0
90842,2494,72,1,0,1,0,0,57,1,4,9,13,1,0,0,0
88097,2839,42,1,1,0,1,0,24,1,6,5,8,9,3,0,0
51948,2444,45,1,1,0,0,1,51,2,5,2,4,5,0,0,1
71853,2576,38,1,1,0,0,0,29,1,2,8,6,1,0,0,0
35876,2229,37,1,1,0,0,0,13,1,3,1,3,6,0,0,1
40049,2415,68,1,0,1,0,0,23,1,1,0,3,6,0,0,1
39660,2849,38,1,0,1,0,0,36,3,7,1,3,9,0,0,1
50127,2190,58,1,1,0,0,1,88,1,5,1,6,6,1,0,1
43263,2744,43,1,1,0,0,1,2,3,5,2,6,5,0,0,1
62845,2795,71,1,1,0,1,1,3,11,3,4,10,8,1,0,0
18929,2657,30,1,1,0,0,0,15,1,1,0,4,6,0,0,1
24367,2625,38,0,0,1,0,0,58,1,1,0,2,9,0,0,1
33249,2653,45,1,0,1,0,0,11,2,2,1,3,6,0,0,1
26887,2663,61,0,1,0,0,1,27,1,1,0,3,6,0,0,1
50150,2533,37,1,1,0,0,0,32,2,5,2,7,5,0,0,1
62061,2461,44,1,1,0,0,1,12,3,10,4,7,6,1,0,0
85696,2581,58,1,0,1,0,0,88,1,4,6,9,1,0,0,0
76542,2615,64,1,1,0,0,0,91,1,4,8,10,2,0,0,0
70515,2410,27,1,0,1,0,0,12,1,6,6,4,2,0,0,0
18227,2757,33,1,1,0,1,0,21,1,0,1,2,8,0,0,1
69139,2312,55,1,1,0,0,1,23,1,4,1,5,4,0,0,0
69109,2756,38,1,1,0,0,0,10,1,6,6,7,4,1,0,0
69627,2628,58,1,0,1,0,0,35,2,8,2,11,5,0,0,0
38136,2592,42,1,1,0,1,0,69,2,3,1,2,8,1,0,1
62159,2221,74,1,0,1,0,0,68,1,6,2,10,4,0,0,0
80695,2341,57,1,0,1,0,0,85,1,5,8,5,2,0,0,0
33316,2427,49,1,0,1,0,0,34,3,2,1,4,6,0,0,1
58554,2800,52,1,1,0,1,1,55,6,8,2,6,7,0,0,0
17256,2377,28,0,1,0,1,0,10,2,2,1,2,8,1,0,1
53034,2554,46,1,0,1,0,0,30,8,6,1,7,8,0,0,0
52203,2857,70,0,1,0,0,0,36,1,8,7,11,6,0,0,0
59601,2498,43,0,0,1,0,0,14,4,2,2,7,8,1,0,0
75154,2822,62,1,0,1,0,0,79,1,6,3,6,3,0,0,0
47025,2393,44,1,0,1,0,0,52,3,6,3,5,6,0,0,1
37971,2375,47,1,1,0,1,0,97,1,1,0,3,8,0,0,1
41335,2344,52,1,0,1,0,0,24,3,4,1,4,7,0,0,1
67267,2206,62,1,1,0,0,1,0,1,3,2,5,2,0,0,0
57338,2220,45,1,0,1,0,0,96,2,4,1,5,5,0,0,0
50523,2345,60,0,1,0,1,1,89,2,2,0,4,6,0,0,1
35791,2578,55,1,0,1,0,0,94,2,1,0,3,8,0,0,1
50611,2792,60,1,0,1,0,0,98,6,4,5,7,6,1,0,1
56242,2642,51,1,1,0,0,1,72,5,8,4,11,6,0,0,0
48904,2733,60,1,0,1,0,0,1,4,7,2,4,8,0,0,1
56243,2340,45,1,0,1,0,0,26,6,4,2,8,5,0,0,0
21355,2472,35,1,1,0,1,0,5,2,2,1,2,6,1,0,1
57420,2528,49,1,1,0,0,1,22,3,5,1,6,7,1,0,0
46390,2214,65,1,0,1,0,0,56,1,4,2,3,7,0,0,1
54342,2520,64,0,1,0,1,1,74,4,3,1,4,6,0,0,0
20895,2790,47,1,1,0,1,0,24,1,2,0,3,9,0,0,1
92344,2324,72,1,1,0,0,0,9,0,5,10,5,1,2,0,0
26907,2472,44,0,1,0,1,1,10,2,1,0,3,7,0,0,1
44964,2719,40,1,1,0,1,1,35,1,1,0,3,8,0,0,1
75507,2217,41,1,1,0,0,0,56,1,8,6,6,3,0,0,0
53761,2420,48,1,1,0,1,1,7,6,4,4,3,5,0,0,0
22682,2428,47,1,1,0,1,0,51,3,2,1,4,4,0,0,1
38887,2278,48,1,1,0,1,0,17,1,1,0,3,7,0,0,1
41658,2756,45,0,0,1,0,0,30,2,1,1,2,4,0,0,1
29791,2204,48,1,1,0,1,0,21,2,2,0,3,5,0,0,1
63915,2493,64,1,1,0,0,2,2,2,6,3,12,5,0,0,0
39996,2197,46,1,0,1,0,0,85,1,1,0,2,6,0,0,1
26759,2301,48,1,0,1,0,0,65,2,2,1,3,6,0,0,1
63841,2593,52,1,0,1,0,0,64,1,9,3,9,6,0,0,0
51039,2725,51,1,1,0,1,1,11,2,6,2,4,7,0,0,1
60544,2832,59,1,1,0,1,1,92,4,5,1,5,6,0,0,0
65685,2251,48,1,1,0,0,1,54,1,9,2,9,5,0,0,0
37716,2228,67,1,1,0,0,1,4,2,4,1,3,7,0,0,1
36864,2844,63,1,0,1,0,0,53,3,5,2,4,8,0,0,1
44511,2784,50,1,1,0,1,0,39,6,8,4,8,8,0,0,1
36947,2850,53,1,1,0,1,1,49,4,3,0,4,9,0,0,1
47352,2603,69,1,1,0,0,1,70,4,6,1,5,7,0,0,1
67087,2353,67,1,1,0,0,1,40,2,7,5,8,4,0,0,0
57045,2818,70,1,1,0,0,1,40,3,4,2,9,3,0,0,0
36957,2820,67,1,0,1,0,0,43,4,3,2,2,9,0,0,1
69389,2798,43,1,1,0,0,1,17,1,7,2,12,4,0,0,0
80134,2564,48,1,1,0,1,0,40,2,5,3,6,6,3,0,0
43142,2290,51,1,1,0,1,1,84,1,1,0,2,7,0,0,1
80589,2317,76,1,1,0,0,0,25,1,5,10,5,1,1,0,0
34412,2660,30,1,0,1,0,0,62,3,5,0,3,9,0,0,1
57537,2543,41,1,0,1,0,0,83,4,4,3,8,4,0,0,0
22634,2688,54,0,1,0,0,0,47,1,2,1,2,8,0,0,1
51315,2285,72,1,1,0,0,0,45,1,2,2,5,2,0,0,1
36026,2264,48,1,1,0,2,1,34,2,2,0,3,6,0,0,1
24639,2311,47,1,1,0,1,1,3,3,2,0,4,6,0,0,1
34578,2238,48,1,1,0,2,1,1,1,1,0,2,6,0,0,1
65704,2418,48,0,0,1,0,0,18,1,2,10,10,1,0,0,0
63810,2754,54,1,0,1,0,0,45,4,4,3,12,8,1,0,0
54132,2292,51,1,1,0,0,1,81,1,1,0,3,7,0,0,0
18690,2707,61,1,1,0,0,0,77,1,1,1,2,8,0,0,1
28164,2580,50,1,1,0,1,0,23,3,2,0,4,7,0,0,1
34596,2601,46,1,1,0,1,0,48,1,1,0,2,8,0,0,1
43269,2445,48,1,1,0,1,0,61,1,1,0,2,8,0,0,1
38741,2250,62,0,0,1,0,0,60,2,2,0,3,7,0,0,1
31907,2641,48,1,0,1,0,0,75,1,6,1,6,7,0,0,1
27100,2609,37,1,1,0,1,0,64,1,1,0,3,7,0,0,1
31163,2295,47,0,0,1,0,0,54,1,1,0,3,6,0,0,1
92533,2351,35,1,1,0,0,0,84,1,6,5,11,2,2,0,0
34853,2347,47,1,0,1,0,0,75,2,2,0,3,6,0,0,1
70844,2401,53,1,0,1,0,0,16,5,6,1,5,7,0,0,0
31086,2580,41,0,1,0,1,1,79,2,1,1,2,8,1,0,1
60544,2832,59,1,1,0,1,1,92,4,5,1,5,6,0,0,0
20491,2679,34,0,1,0,0,0,16,1,0,1,2,7,0,0,1
42523,2226,56,1,1,0,0,0,96,1,1,1,4,2,0,0,1
39922,2659,37,1,1,0,1,0,30,2,3,0,4,8,0,0,1
33402,2505,68,1,1,0,1,1,60,3,2,1,3,8,0,0,1
36408,2440,71,1,1,0,1,1,11,1,1,0,2,6,0,0,1
21645,2823,41,1,1,0,1,0,75,3,3,0,3,9,0,0,1
78427,2772,72,1,0,1,0,0,36,3,3,7,10,3,1,0,0
82657,2434,74,1,1,0,0,0,71,1,7,5,10,4,2,0,0
51876,2416,62,1,1,0,0,0,88,1,2,2,8,1,0,0,1
78041,2719,49,0,1,0,0,0,93,1,4,4,9,2,0,0,0
52852,2734,63,1,1,0,0,1,93,4,10,7,5,8,1,0,0
70038,2406,38,1,1,0,0,0,54,1,4,4,8,2,0,0,0
69401,2257,47,0,1,0,0,1,41,4,4,4,5,2,0,0,0
46053,2656,48,1,1,0,1,0,46,3,3,2,4,5,0,0,1
77343,2179,55,1,1,0,0,0,28,1,3,4,9,1,0,0,0
73892,2387,67,1,0,1,0,0,40,1,3,11,8,1,0,0,0
40304,2431,53,1,0,1,0,0,82,1,2,0,3,7,0,0,1
32727,2829,55,1,1,0,0,0,38,2,7,3,5,8,0,0,1
68695,2163,51,1,1,0,0,0,3,1,4,4,7,2,0,0,0
43300,2783,49,1,0,1,0,0,87,3,4,0,4,8,0,0,1
26290,2692,48,1,1,0,1,1,49,4,2,0,4,6,0,0,1
93790,2296,50,1,0,1,0,0,16,0,6,7,12,2,3,0,0
38410,2812,46,1,1,0,0,0,65,2,5,2,9,6,0,0,1
64866,2313,70,1,0,1,0,0,9,4,7,3,7,5,1,0,0
57957,2473,61,1,1,0,0,1,24,7,4,6,8,3,0,1,0
46015,2236,65,1,1,0,1,1,25,1,1,0,3,7,2,0,1
16531,2170,42,1,1,0,1,0,43,3,3,0,3,7,0,0,1
28072,2515,34,1,1,0,1,0,10,1,1,0,3,7,0,0,1
49476,2533,57,1,0,1,0,0,29,4,2,11,5,2,0,0,1
50725,2660,67,1,1,0,0,1,45,4,8,1,8,8,0,0,1
83844,2572,68,1,1,0,0,0,57,1,4,4,11,1,1,0,0
41145,2300,70,1,1,0,1,1,20,1,0,0,3,3,0,0,1
67419,2688,50,1,1,0,0,1,29,4,9,4,8,5,0,0,0
23162,2349,50,0,1,0,1,1,82,3,1,1,3,6,0,0,1
34380,2582,43,1,1,0,1,0,68,4,4,1,3,8,0,0,1
34704,2587,54,1,0,1,0,0,65,1,1,0,3,5,0,0,1
94871,2825,51,1,1,0,0,2,99,1,8,5,4,7,2,0,0
65148,2749,62,1,1,0,0,1,9,2,6,6,7,4,0,0,0
39898,2661,66,1,1,0,0,1,20,2,3,0,4,7,0,0,1
64857,2742,64,1,0,1,0,0,78,1,7,5,10,4,0,0,0
59892,2398,50,1,1,0,0,1,26,1,2,1,3,3,0,0,0
41020,2403,33,1,0,1,0,0,68,1,3,2,4,3,0,0,1
57072,2315,59,1,1,0,0,1,79,2,7,5,13,5,1,0,0
60474,2613,41,1,0,1,0,0,25,7,10,2,12,7,0,0,0
62807,2826,60,1,1,0,0,1,83,3,5,3,12,5,0,0,0
19414,2415,39,0,1,0,1,0,32,1,1,0,3,8,0,0,1
19107,2470,40,1,1,0,1,0,49,2,1,0,3,7,0,0,1
75484,2855,44,0,1,0,0,1,50,2,7,3,6,4,0,0,0
70379,2642,44,1,0,1,0,0,84,3,6,3,13,4,0,0,0
79419,2166,50,1,1,0,0,0,96,1,4,6,4,2,0,0,0
64014,2178,74,1,1,0,2,1,56,7,8,2,5,7,1,0,0
76998,2693,65,1,1,0,0,1,85,2,11,8,8,6,1,0,0
49854,2390,48,1,1,0,1,0,63,5,6,2,5,6,0,0,1
60585,2529,49,1,1,0,1,1,17,10,7,4,9,5,0,0,0
42873,2683,70,1,0,1,0,0,11,4,6,1,4,8,0,0,1
